vehicle,euroname,euroclass,technology,proportion,sourceCell,userCell,poltype,year,area
Petrol Car,5Euro 4,4,Standard,0.11758254707979464,I73,K73,PM,2020,Wales
Petrol Car,6Euro 5,5,Standard,0.2517835201645509,I74,K74,PM,2020,Wales
Petrol Car,7Euro 6,6,Standard,0.14730441320208879,I75,K75,PM,2020,Wales
Petrol Car,7Euro 6c,6,c,0.45400809125026287,I76,K76,PM,2020,Wales
Diesel Car,1Pre-Euro 1,0,Standard,0.0,I79,K79,PM,2020,Wales
Diesel Car,2Euro 1,1,Standard,0.0,I80,K80,PM,2020,Wales
Diesel Car,3Euro 2,2,Standard,0.00020561189048667224,I81,K81,PM,2020,Wales
Diesel Car,4Euro 3,3,Standard,0.012182684416412962,I82,K82,PM,2020,Wales
Diesel Car,5Euro 4,4,Standard,0.07757693011936867,I83,K83,PM,2020,Wales
Diesel Car,6Euro 5,5,Standard,0.2906721560776864,I84,K84,PM,2020,Wales
Diesel Car,7Euro 6,6,Standard,0.5972895672270447,I85,K85,PM,2020,Wales
Diesel Car,8Euro 3 DPF,3,DPF,0.002678817739158315,I86,K86,PM,2020,Wales
Diesel Car,9Euro 4 DPF,4,DPF,0.019394232529842168,I87,K87,PM,2020,Wales
Petrol LGV,1Pre-Euro 1,0,Standard,0.0,I91,K91,PM,2020,Wales
Petrol LGV,2Euro 1,1,Standard,0.0,I92,K92,PM,2020,Wales
Petrol LGV,3Euro 2,2,Standard,0.006680776510699152,I93,K93,PM,2020,Wales
Petrol LGV,4Euro 3,3,Standard,0.04180578702321196,I94,K94,PM,2020,Wales
Petrol LGV,5Euro 4,4,Standard,0.11726570029752954,I95,K95,PM,2020,Wales
Petrol LGV,6Euro 5,5,Standard,0.259871032677974,I96,K96,PM,2020,Wales
Petrol LGV,7Euro 6,6,Standard,0.19550378979687644,I97,K97,PM,2020,Wales
Petrol LGV,7Euro 6c,6,c,0.3788729136937087,I98,K98,PM,2020,Wales
Diesel LGV,1Pre-Euro 1,0,Standard,0.0,I101,K101,PM,2020,Wales
Diesel LGV,2Euro 1,1,Standard,0.0,I102,K102,PM,2020,Wales
Diesel LGV,3Euro 2,2,Standard,0.0020685389468960225,I103,K103,PM,2020,Wales
Diesel LGV,4Euro 3,3,Standard,0.01589566682428802,I104,K104,PM,2020,Wales
Diesel LGV,5Euro 4,4,Standard,0.09423392112917256,I105,K105,PM,2020,Wales
Diesel LGV,6Euro 5,5,Standard,0.2520629207584792,I106,K106,PM,2020,Wales
Diesel LGV,7Euro 6,6,Standard,0.6357389523411644,I107,K107,PM,2020,Wales
Diesel LGV,8Euro 1 DPFRF,1,DPF,0.0,I108,K108,PM,2020,Wales
Diesel LGV,9Euro 2 DPFRF,2,DPF,0.0,I109,K109,PM,2020,Wales
Diesel LGV,10Euro 3 DPFRF,3,DPF,0.0,I110,K110,PM,2020,Wales
Rigid HGV,1Pre-Euro I,0,Standard,0.0,I114,K114,PM,2020,Wales
Rigid HGV,2Euro I,1,Standard,0.0,I115,K115,PM,2020,Wales
Rigid HGV,3Euro II,2,Standard,0.002883986970052727,I116,K116,PM,2020,Wales
Rigid HGV,4Euro III,3,Standard,0.031194432719685375,I117,K117,PM,2020,Wales
Rigid HGV,5Euro IV,4,Standard,0.033522101737038415,I118,K118,PM,2020,Wales
Rigid HGV,6Euro V_EGR,5,EGR,0.03960702061569743,I119,K119,PM,2020,Wales
Rigid HGV,7Euro V_SCR,5,SCR,0.11882106184709229,I120,K120,PM,2020,Wales
Rigid HGV,8Euro VI,6,Standard,0.7739713961104338,I121,K121,PM,2020,Wales
Rigid HGV,9Euro I DPFRF,1,DPF,0.0,I122,K122,PM,2020,Wales
Rigid HGV,10 Euro II DPFRF,2,DPF,0.0,I123,K123,PM,2020,Wales
Rigid HGV,11 Euro III DPFRF,3,DPF,0.0,I124,K124,PM,2020,Wales
Rigid HGV,12 Euro IV DPFRF,4,DPF,0.0,I125,K125,PM,2020,Wales
Artic HGV,1Pre-Euro I,0,Standard,0.0,I130,K130,PM,2020,Wales
Artic HGV,2Euro I,1,Standard,0.0,I131,K131,PM,2020,Wales
Artic HGV,3Euro II,2,Standard,0.0001711515204593194,I132,K132,PM,2020,Wales
Artic HGV,4Euro III,3,Standard,0.0039541869022568545,I133,K133,PM,2020,Wales
Artic HGV,5Euro IV,4,Standard,0.006127992399963707,I134,K134,PM,2020,Wales
Artic HGV,6Euro V_EGR,5,EGR,0.02128392482107184,I135,K135,PM,2020,Wales
Artic HGV,7Euro V_SCR,5,SCR,0.06385177446321552,I136,K136,PM,2020,Wales
Artic HGV,8Euro VI,6,Standard,0.9046109698930327,I137,K137,PM,2020,Wales
Artic HGV,9Euro I DPFRF,1,DPF,0.0,I138,K138,PM,2020,Wales
Artic HGV,10 Euro II DPFRF,2,DPF,0.0,I139,K139,PM,2020,Wales
Artic HGV,11 Euro III DPFRF,3,DPF,0.0,I140,K140,PM,2020,Wales
Artic HGV,12 Euro IV DPFRF,4,DPF,0.0,I141,K141,PM,2020,Wales
Buses,1Pre-Euro I,0,Standard,0.0,I146,K146,PM,2020,Wales
Buses,2Euro I,1,Standard,0.0,I147,K147,PM,2020,Wales
Buses,3Euro II,2,Standard,0.008792561074475272,I148,K148,PM,2020,Wales
Buses,4Euro III,3,Standard,0.06314962651260864,I149,K149,PM,2020,Wales
Buses,5Euro IV,4,Standard,0.04844085908927065,I150,K150,PM,2020,Wales
Buses,6Euro V_EGR,5,EGR,0.05484019945712767,I151,K151,PM,2020,Wales
Buses,7Euro V_SCR,5,SCR,0.164520598371383,I152,K152,PM,2020,Wales
Buses,8Euro VI,6,Standard,0.6602561554951348,I153,K153,PM,2020,Wales
Buses,9Euro I DPFRF,1,DPF,0.0,I154,K154,PM,2020,Wales
Buses,10 Euro II DPFRF,2,DPF,0.0,I155,K155,PM,2020,Wales
Buses,11 Euro III DPFRF,3,DPF,0.0,I156,K156,PM,2020,Wales
Buses,12 Euro IV DPFRF,4,DPF,0.0,I157,K157,PM,2020,Wales
Coaches,1Pre-Euro I,0,Standard,0.0,I161,K161,PM,2020,Wales
Coaches,2Euro I,1,Standard,0.0,I162,K162,PM,2020,Wales
Coaches,3Euro II,2,Standard,0.008792561074475272,I163,K163,PM,2020,Wales
Coaches,4Euro III,3,Standard,0.06314962651260864,I164,K164,PM,2020,Wales
Coaches,5Euro IV,4,Standard,0.04844085908927065,I165,K165,PM,2020,Wales
Coaches,6Euro V_EGR,5,EGR,0.05484019945712767,I166,K166,PM,2020,Wales
Coaches,7Euro V_SCR,5,SCR,0.164520598371383,I167,K167,PM,2020,Wales
Coaches,8Euro VI,6,Standard,0.6602561554951348,I168,K168,PM,2020,Wales
Coaches,9Euro I DPFRF,1,DPF,0.0,I169,K169,PM,2020,Wales
Coaches,10 Euro II DPFRF,2,DPF,0.0,I170,K170,PM,2020,Wales
Coaches,11 Euro III DPFRF,3,DPF,0.0,I171,K171,PM,2020,Wales
Coaches,12 Euro IV DPFRF,4,DPF,0.0,I172,K172,PM,2020,Wales
Full Hybrid Petrol Car,1Pre-Euro 1,0,Standard,0.0,I218,K218,PM,2020,Wales
Full Hybrid Petrol Car,4Euro 3,3,Standard,0.000637795275713186,I219,K219,PM,2020,Wales
Full Hybrid Petrol Car,5Euro 4,4,Standard,0.02625427048871952,I220,K220,PM,2020,Wales
Full Hybrid Petrol Car,6Euro 5,5,Standard,0.11178081043276548,I221,K221,PM,2020,Wales
Full Hybrid Petrol Car,7Euro 6,6,Standard,0.12581467906699356,I222,K222,PM,2020,Wales
Full Hybrid Petrol Car,7Euro 6c,6,c,0.7355124447358082,I223,K223,PM,2020,Wales
Plugin Hybrid Petrol Car,1Pre-Euro 1,0,Standard,0.0,I226,K226,PM,2020,Wales
Plugin Hybrid Petrol Car,6Euro 5,5,Standard,0.12789829808560144,I227,K227,PM,2020,Wales
Plugin Hybrid Petrol Car,7Euro 6,6,Standard,0.20095502683961688,I228,K228,PM,2020,Wales
Plugin Hybrid Petrol Car,7Euro 6c,6,c,0.6711466750747818,I229,K229,PM,2020,Wales
Full Diesel Hybrid Car,5Euro 4,4,Standard,0.0,I231,K231,PM,2020,Wales
Full Diesel Hybrid Car,6Euro 5,5,Standard,0.02164864999032041,I232,K232,PM,2020,Wales
Full Diesel Hybrid Car,7Euro 6,6,Standard,0.9783513500096795,I233,K233,PM,2020,Wales
E85 Bioethanol Car,1Pre-Euro 1,0,Standard,0.0,I242,K242,PM,2020,Wales
E85 Bioethanol Car,2Euro 1,1,Standard,0.0,I243,K243,PM,2020,Wales
E85 Bioethanol Car,3Euro 2,2,Standard,0.0011071403775551462,I244,K244,PM,2020,Wales
E85 Bioethanol Car,4Euro 3,3,Standard,0.028214287925747466,I245,K245,PM,2020,Wales
E85 Bioethanol Car,5Euro 4,4,Standard,0.11758254707979464,I246,K246,PM,2020,Wales
E85 Bioethanol Car,6Euro 5,5,Standard,0.2517835201645509,I247,K247,PM,2020,Wales
E85 Bioethanol Car,7Euro 6,6,Standard,0.14730441320208879,I248,K248,PM,2020,Wales
E85 Bioethanol Car,7Euro 6c,6,c,0.45400809125026287,I249,K249,PM,2020,Wales
LPG Car,2Euro 1,1,Standard,0.0,I252,K252,PM,2020,Wales
LPG Car,3Euro 2,2,Standard,0.000924266418343906,I253,K253,PM,2020,Wales
LPG Car,4Euro 3,3,Standard,0.028197842882744985,I254,K254,PM,2020,Wales
LPG Car,5Euro 4,4,Standard,0.11751401265326022,I255,K255,PM,2020,Wales
LPG Car,6Euro 5,5,Standard,0.251636765058474,I256,K256,PM,2020,Wales
LPG Car,7Euro 6,6,Standard,0.601727112987177,I257,K257,PM,2020,Wales
Full Hybrid Petrol LGV,5Euro 4,4,Standard,0.12311448952621358,I261,K261,PM,2020,Wales
Full Hybrid Petrol LGV,6Euro 5,5,Standard,0.272832460387338,I262,K262,PM,2020,Wales
Full Hybrid Petrol LGV,7Euro 6,6,Standard,0.20560489276912125,I263,K263,PM,2020,Wales
Full Hybrid Petrol LGV,7Euro 6c,6,c,0.3984481573173273,I264,K264,PM,2020,Wales
Plug-In Hybrid Petrol LGV,6Euro 5,5,Standard,0.3111380643522379,I267,K267,PM,2020,Wales
Plug-In Hybrid Petrol LGV,7Euro 6,6,Standard,0.23447176434473377,I268,K268,PM,2020,Wales
Plug-In Hybrid Petrol LGV,7Euro 6c,6,c,0.4543901713030283,I269,K269,PM,2020,Wales
E85 Bioethanol LGV,1Pre-Euro 1,0,Standard,0.0,I278,K278,PM,2020,Wales
E85 Bioethanol LGV,2Euro 1,1,Standard,0.0,I279,K279,PM,2020,Wales
E85 Bioethanol LGV,3Euro 2,2,Standard,0.006680776510699152,I280,K280,PM,2020,Wales
E85 Bioethanol LGV,4Euro 3,3,Standard,0.04180578702321196,I281,K281,PM,2020,Wales
E85 Bioethanol LGV,5Euro 4,4,Standard,0.11726570029752954,I282,K282,PM,2020,Wales
E85 Bioethanol LGV,6Euro 5,5,Standard,0.259871032677974,I283,K283,PM,2020,Wales
E85 Bioethanol LGV,7Euro 6,6,Standard,0.19550378979687644,I284,K284,PM,2020,Wales
E85 Bioethanol LGV,7Euro 6c,6,c,0.3788729136937087,I285,K285,PM,2020,Wales
LPG LGV,2Euro 1,1,Standard,0.0,I288,K288,PM,2020,Wales
LPG LGV,3Euro 2,2,Standard,0.00558148778943321,I289,K289,PM,2020,Wales
LPG LGV,4Euro 3,3,Standard,0.04181081723083008,I290,K290,PM,2020,Wales
LPG LGV,5Euro 4,4,Standard,0.11727981008617323,I291,K291,PM,2020,Wales
LPG LGV,6Euro 5,5,Standard,0.25990230120523233,I292,K292,PM,2020,Wales
LPG LGV,7Euro 6,6,Standard,0.5754255836883311,I293,K293,PM,2020,Wales
B100 Rigid HGV,3Euro II,2,Standard,0.002883986970052727,I296,K296,PM,2020,Wales
B100 Rigid HGV,4Euro III,3,Standard,0.031194432719685375,I297,K297,PM,2020,Wales
B100 Rigid HGV,5Euro IV,4,Standard,0.033522101737038415,I298,K298,PM,2020,Wales
B100 Rigid HGV,6Euro V_EGR,5,EGR,0.03960702061569743,I299,K299,PM,2020,Wales
B100 Rigid HGV,7Euro V_SCR,5,SCR,0.11882106184709229,I300,K300,PM,2020,Wales
B100 Rigid HGV,8Euro VI,6,Standard,0.7739713961104338,I301,K301,PM,2020,Wales
B100 Rigid HGV,9Euro I DPFRF,1,DPF,0.0,I302,K302,PM,2020,Wales
B100 Rigid HGV,10 Euro II DPFRF,2,DPF,0.0,I303,K303,PM,2020,Wales
B100 Rigid HGV,11 Euro III DPFRF,3,DPF,0.0,I304,K304,PM,2020,Wales
B100 Rigid HGV,12 Euro IV DPFRF,4,DPF,0.0,I305,K305,PM,2020,Wales
B100 Artic HGV,3Euro II,2,Standard,0.00017115152045931942,I310,K310,PM,2020,Wales
B100 Artic HGV,4Euro III,3,Standard,0.003954186902256855,I311,K311,PM,2020,Wales
B100 Artic HGV,5Euro IV,4,Standard,0.006127992399963708,I312,K312,PM,2020,Wales
B100 Artic HGV,6Euro V_EGR,5,EGR,0.021283924821071845,I313,K313,PM,2020,Wales
B100 Artic HGV,7Euro V_SCR,5,SCR,0.06385177446321554,I314,K314,PM,2020,Wales
B100 Artic HGV,8Euro VI,6,Standard,0.9046109698930328,I315,K315,PM,2020,Wales
B100 Artic HGV,9Euro I DPFRF,1,DPF,0.0,I316,K316,PM,2020,Wales
B100 Artic HGV,10 Euro II DPFRF,2,DPF,0.0,I317,K317,PM,2020,Wales
B100 Artic HGV,11 Euro III DPFRF,3,DPF,0.0,I318,K318,PM,2020,Wales
B100 Artic HGV,12 Euro IV DPFRF,4,DPF,0.0,I319,K319,PM,2020,Wales
Biodiesel Buses,3Euro II,2,Standard,0.008792561074475272,I355,K355,PM,2020,Wales
Biodiesel Buses,4Euro III,3,Standard,0.06314962651260864,I356,K356,PM,2020,Wales
Biodiesel Buses,5Euro IV,4,Standard,0.04844085908927065,I357,K357,PM,2020,Wales
Biodiesel Buses,6Euro V_EGR,5,EGR,0.05484019945712767,I358,K358,PM,2020,Wales
Biodiesel Buses,7Euro V_SCR,5,SCR,0.164520598371383,I359,K359,PM,2020,Wales
Biodiesel Buses,8Euro VI,6,Standard,0.6602561554951348,I360,K360,PM,2020,Wales
Biodiesel Buses,9Euro I DPFRF,1,DPF,0.0,I361,K361,PM,2020,Wales
Biodiesel Buses,10 Euro II DPFRF,2,DPF,0.0,I362,K362,PM,2020,Wales
Biodiesel Buses,11 Euro III DPFRF,3,DPF,0.0,I363,K363,PM,2020,Wales
Biodiesel Buses,12 Euro IV DPFRF,4,DPF,0.0,I364,K364,PM,2020,Wales
Biodiesel Coaches,3Euro II,2,Standard,0.008792561074475272,I369,K369,PM,2020,Wales
Biodiesel Coaches,4Euro III,3,Standard,0.06314962651260864,I370,K370,PM,2020,Wales
Biodiesel Coaches,5Euro IV,4,Standard,0.04844085908927065,I371,K371,PM,2020,Wales
Biodiesel Coaches,6Euro V_EGR,5,EGR,0.05484019945712767,I372,K372,PM,2020,Wales
Biodiesel Coaches,7Euro V_SCR,5,SCR,0.164520598371383,I373,K373,PM,2020,Wales
Biodiesel Coaches,8Euro VI,6,Standard,0.6602561554951348,I374,K374,PM,2020,Wales
Biodiesel Coaches,9Euro I DPFRF,1,DPF,0.0,I375,K375,PM,2020,Wales
Biodiesel Coaches,10 Euro II DPFRF,2,DPF,0.0,I376,K376,PM,2020,Wales
Biodiesel Coaches,11 Euro III DPFRF,3,DPF,0.0,I377,K377,PM,2020,Wales
Biodiesel Coaches,12 Euro IV DPFRF,4,DPF,0.0,I378,K378,PM,2020,Wales
Motorcycle - 0-50cc,1_Pre-Euro 1,0,Standard,0.0,I177,K177,PM,2020,Wales
Motorcycle - 0-50cc,1Euro 1,1,Standard,0.04420434448860338,I178,K178,PM,2020,Wales
Motorcycle - 0-50cc,1Euro 2,2,Standard,0.0418782405461275,I179,K179,PM,2020,Wales
Motorcycle - 0-50cc,1Euro 3,3,Standard,0.48408207317463237,I180,K180,PM,2020,Wales
Motorcycle - 0-50cc,1Euro 4,4,Standard,0.3480397499526553,I181,K181,PM,2020,Wales
Motorcycle - 0-50cc,1Euro 5,5,Standard,0.08179559183798153,I182,K182,PM,2020,Wales
Motorcycle - 2-stroke - 50-100cc,2Pre-Euro 1,0,Standard,0.0,I183,K183,PM,2020,Wales
Motorcycle - 2-stroke - 50-100cc,2Euro 1,1,Standard,0.02240479521292082,I184,K184,PM,2020,Wales
Motorcycle - 2-stroke - 50-100cc,2Euro 2,2,Standard,0.02753439935004964,I185,K185,PM,2020,Wales
Motorcycle - 2-stroke - 50-100cc,2Euro 3,3,Standard,0.39123285028832855,I186,K186,PM,2020,Wales
Motorcycle - 2-stroke - 50-100cc,2Euro 4,4,Standard,0.47503389997622647,I187,K187,PM,2020,Wales
Motorcycle - 2-stroke - 50-100cc,2Euro 5,5,Standard,0.08379405517247458,I188,K188,PM,2020,Wales
Motorcycle - 4-stroke - 50-150cc,4Pre-Euro 1,0,Standard,0.0,I189,K189,PM,2020,Wales
Motorcycle - 4-stroke - 50-150cc,4Euro 1,1,Standard,0.02240479521292082,I190,K190,PM,2020,Wales
Motorcycle - 4-stroke - 50-150cc,4Euro 2,2,Standard,0.02753439935004964,I191,K191,PM,2020,Wales
Motorcycle - 4-stroke - 50-150cc,4Euro 3,3,Standard,0.39123285028832855,I192,K192,PM,2020,Wales
Motorcycle - 4-stroke - 50-150cc,4Euro 4,4,Standard,0.47503389997622647,I193,K193,PM,2020,Wales
Motorcycle - 4-stroke - 50-150cc,4Euro 5,5,Standard,0.08379405517247458,I194,K194,PM,2020,Wales
Motorcycle - 4-stroke - 150-250cc,5Pre-Euro 1,0,Standard,0.0,I195,K195,PM,2020,Wales
Motorcycle - 4-stroke - 150-250cc,5Euro 1,1,Standard,0.04128358111334127,I196,K196,PM,2020,Wales
Motorcycle - 4-stroke - 150-250cc,5Euro 2,2,Standard,0.033132869793616994,I197,K197,PM,2020,Wales
Motorcycle - 4-stroke - 150-250cc,5Euro 3,3,Standard,0.41303008007807646,I198,K198,PM,2020,Wales
Motorcycle - 4-stroke - 150-250cc,5Euro 4,4,Standard,0.43930913687005274,I199,K199,PM,2020,Wales
Motorcycle - 4-stroke - 150-250cc,5Euro 5,5,Standard,0.07324433214491247,I200,K200,PM,2020,Wales
Motorcycle - 4-stroke - 250-750cc,6Pre-Euro 1,0,Standard,0.0,I201,K201,PM,2020,Wales
Motorcycle - 4-stroke - 250-750cc,6Euro 1,1,Standard,0.096733336803182,I202,K202,PM,2020,Wales
Motorcycle - 4-stroke - 250-750cc,6Euro 2,2,Standard,0.07705648913313452,I203,K203,PM,2020,Wales
Motorcycle - 4-stroke - 250-750cc,6Euro 3,3,Standard,0.4559348930931065,I204,K204,PM,2020,Wales
Motorcycle - 4-stroke - 250-750cc,6Euro 4,4,Standard,0.32100672840244754,I205,K205,PM,2020,Wales
Motorcycle - 4-stroke - 250-750cc,6Euro 5,5,Standard,0.049268552568129405,I206,K206,PM,2020,Wales
Motorcycle - 4-stroke - >750-cc,7Pre-Euro 1,0,Standard,0.0,I207,K207,PM,2020,Wales
Motorcycle - 4-stroke - >750-cc,7Euro 1,1,Standard,0.06952428299562333,I208,K208,PM,2020,Wales
Motorcycle - 4-stroke - >750-cc,7Euro 2,2,Standard,0.06877756294957502,I209,K209,PM,2020,Wales
Motorcycle - 4-stroke - >750-cc,7Euro 3,3,Standard,0.4860727613351946,I210,K210,PM,2020,Wales
Motorcycle - 4-stroke - >750-cc,7Euro 4,4,Standard,0.3276136465577796,I211,K211,PM,2020,Wales
Motorcycle - 4-stroke - >750-cc,7Euro 5,5,Standard,0.04801174616182744,I212,K212,PM,2020,Wales
Hybrid Buses - Single Decker,5Euro IV,4,Standard,0.0,I325,K325,PM,2020,Wales
Hybrid Buses - Single Decker,6Euro V_EGR,5,EGR,0.20034674933706334,I326,K326,PM,2020,Wales
Hybrid Buses - Single Decker,7Euro V_SCR,5,SCR,0.6010402480111899,I327,K327,PM,2020,Wales
Hybrid Buses - Single Decker,8Euro VI,6,Standard,0.19861300265174678,I328,K328,PM,2020,Wales
Hybrid Buses - Double Decker,5Euro IV,4,Standard,0.0,I329,K329,PM,2020,Wales
Hybrid Buses - Double Decker,6Euro V_EGR,5,EGR,0.20034674933706334,I330,K330,PM,2020,Wales
Hybrid Buses - Double Decker,7Euro V_SCR,5,SCR,0.6010402480111899,I331,K331,PM,2020,Wales
Hybrid Buses - Double Decker,8Euro VI,6,Standard,0.19861300265174678,I332,K332,PM,2020,Wales
Hybrid Buses - Articulated,5Euro IV,4,Standard,0.0,I333,K333,PM,2020,Wales
Hybrid Buses - Articulated,6Euro V_EGR,5,EGR,0.20034674933706334,I334,K334,PM,2020,Wales
Hybrid Buses - Articulated,7Euro V_SCR,5,SCR,0.6010402480111899,I335,K335,PM,2020,Wales
Hybrid Buses - Articulated,8Euro VI,6,Standard,0.19861300265174678,I336,K336,PM,2020,Wales
Petrol Car,1Pre-Euro 1,0,Standard,0.0,B69,D69,NOx,2021,Wales
Petrol Car,2Euro 1,1,Standard,0.0,B70,D70,NOx,2021,Wales
Petrol Car,3Euro 2,2,Standard,0.0,B71,D71,NOx,2021,Wales
Petrol Car,4Euro 3,3,Standard,0.01712711136488185,B72,D72,NOx,2021,Wales
Petrol Car,5Euro 4,4,Standard,0.08401592618723135,B73,D73,NOx,2021,Wales
Petrol Car,6Euro 5,5,Standard,0.22477343551752246,B74,D74,NOx,2021,Wales
Petrol Car,7Euro 6,6,Standard,0.13270172985553993,B75,D75,NOx,2021,Wales
Petrol Car,7Euro 6c,6,c,0.5413817970748244,B76,D76,NOx,2021,Wales
Diesel Car,1Pre-Euro 1,0,Standard,0.0,B79,D79,NOx,2021,Wales
Diesel Car,2Euro 1,1,Standard,0.0,B80,D80,NOx,2021,Wales
Diesel Car,3Euro 2,2,Standard,0.0,B81,D81,NOx,2021,Wales
Diesel Car,4Euro 3,3,Standard,0.00914225583678877,B82,D82,NOx,2021,Wales
Diesel Car,5Euro 4,4,Standard,0.07034800167674235,B83,D83,NOx,2021,Wales
Diesel Car,6Euro 5,5,Standard,0.2623857088590089,B84,D84,NOx,2021,Wales
Diesel Car,7Euro 6,6,Standard,0.14833524335864354,B85,D85,NOx,2021,Wales
Diesel Car,7Euro 6c,6,c,0.2991346098054852,B86,D86,NOx,2021,Wales
Diesel Car,7Euro 6d,6,d,0.21065418046333137,B87,D87,NOx,2021,Wales
Petrol LGV,1Pre-Euro 1,0,Standard,0.0,B91,D91,NOx,2021,Wales
Petrol LGV,2Euro 1,1,Standard,0.0,B92,D92,NOx,2021,Wales
Petrol LGV,3Euro 2,2,Standard,0.0028640295708842736,B93,D93,NOx,2021,Wales
Petrol LGV,4Euro 3,3,Standard,0.027710204131334144,B94,D94,NOx,2021,Wales
Petrol LGV,5Euro 4,4,Standard,0.08494787094586405,B95,D95,NOx,2021,Wales
Petrol LGV,6Euro 5,5,Standard,0.21853445199797653,B96,D96,NOx,2021,Wales
Petrol LGV,7Euro 6,6,Standard,0.16744509866282845,B97,D97,NOx,2021,Wales
Petrol LGV,7Euro 6c,6,c,0.49849834469111265,B98,D98,NOx,2021,Wales
Diesel LGV,1Pre-Euro 1,0,Standard,0.0,B101,D101,NOx,2021,Wales
Diesel LGV,2Euro 1,1,Standard,0.0,B102,D102,NOx,2021,Wales
Diesel LGV,3Euro 2,2,Standard,0.0009494059031560753,B103,D103,NOx,2021,Wales
Diesel LGV,4Euro 3,3,Standard,0.010568610319592378,B104,D104,NOx,2021,Wales
Diesel LGV,5Euro 4,4,Standard,0.06937461650148138,B105,D105,NOx,2021,Wales
Diesel LGV,6Euro 5,5,Standard,0.21299372829379998,B106,D106,NOx,2021,Wales
Diesel LGV,7Euro 6,6,Standard,0.14003382934549355,B107,D107,NOx,2021,Wales
Diesel LGV,7Euro 6c,6,c,0.3832865085999214,B108,D108,NOx,2021,Wales
Diesel LGV,7Euro 6d,6,d,0.1827933010365554,B109,D109,NOx,2021,Wales
Rigid HGV,1Pre-Euro I,0,Standard,0.0,B114,D114,NOx,2021,Wales
Rigid HGV,2Euro I,1,Standard,0.0,B115,D115,NOx,2021,Wales
Rigid HGV,3Euro II,2,Standard,0.0010964306298992157,B116,D116,NOx,2021,Wales
Rigid HGV,4Euro III,3,Standard,0.021760384580578274,B117,D117,NOx,2021,Wales
Rigid HGV,5Euro IV,4,Standard,0.02339209538935697,B118,D118,NOx,2021,Wales
Rigid HGV,6Euro V_EGR,5,EGR,0.030926792981814402,B119,D119,NOx,2021,Wales
Rigid HGV,7Euro V_SCR,5,SCR,0.0927803789454432,B120,D120,NOx,2021,Wales
Rigid HGV,8Euro VI,6,Standard,0.8300439174729078,B121,D121,NOx,2021,Wales
Rigid HGV,9Euro II SCRRF,2,SCR,0.0,B122,D122,NOx,2021,Wales
Rigid HGV,10Euro III SCRRF,3,SCR,0.0,B123,D123,NOx,2021,Wales
Rigid HGV,11Euro IV SCRRF,4,SCR,0.0,B124,D124,NOx,2021,Wales
Rigid HGV,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B125,D125,NOx,2021,Wales
Artic HGV,1Pre-Euro I,0,Standard,0.0,B130,D130,NOx,2021,Wales
Artic HGV,2Euro I,1,Standard,0.0,B131,D131,NOx,2021,Wales
Artic HGV,3Euro II,2,Standard,5.7636190282466435e-05,B132,D132,NOx,2021,Wales
Artic HGV,4Euro III,3,Standard,0.002401630171464988,B133,D133,NOx,2021,Wales
Artic HGV,5Euro IV,4,Standard,0.003887172047755471,B134,D134,NOx,2021,Wales
Artic HGV,6Euro V_EGR,5,EGR,0.013908771518957735,B135,D135,NOx,2021,Wales
Artic HGV,7Euro V_SCR,5,SCR,0.0417263145568732,B136,D136,NOx,2021,Wales
Artic HGV,8Euro VI,6,Standard,0.9380184755146661,B137,D137,NOx,2021,Wales
Artic HGV,9Euro II SCRRF,2,SCR,0.0,B138,D138,NOx,2021,Wales
Artic HGV,10Euro III SCRRF,3,SCR,0.0,B139,D139,NOx,2021,Wales
Artic HGV,11Euro IV SCRRF,4,SCR,0.0,B140,D140,NOx,2021,Wales
Artic HGV,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B141,D141,NOx,2021,Wales
Buses,1Pre-Euro I,0,Standard,0.0,B146,D146,NOx,2021,Wales
Buses,2Euro I,1,Standard,0.0,B147,D147,NOx,2021,Wales
Buses,3Euro II,2,Standard,0.0032607695845832947,B148,D148,NOx,2021,Wales
Buses,4Euro III,3,Standard,0.04890388228249761,B149,D149,NOx,2021,Wales
Buses,5Euro IV,4,Standard,0.037785487297526184,B150,D150,NOx,2021,Wales
Buses,6Euro V_EGR,5,EGR,0.04470927920261733,B151,D151,NOx,2021,Wales
Buses,7Euro V_SCR,5,SCR,0.134127837607852,B152,D152,NOx,2021,Wales
Buses,8Euro VI,6,Standard,0.7312127440249238,B153,D153,NOx,2021,Wales
Buses,9Euro II SCRRF,2,SCR,0.0,B154,D154,NOx,2021,Wales
Buses,10Euro III SCRRF,3,SCR,0.0,B155,D155,NOx,2021,Wales
Buses,11Euro IV SCRRF,4,SCR,0.0,B156,D156,NOx,2021,Wales
Buses,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B157,D157,NOx,2021,Wales
Coaches,1Pre-Euro I,0,Standard,0.0,B161,D161,NOx,2021,Wales
Coaches,2Euro I,1,Standard,0.0,B162,D162,NOx,2021,Wales
Coaches,3Euro II,2,Standard,0.0032607695845832947,B163,D163,NOx,2021,Wales
Coaches,4Euro III,3,Standard,0.04890388228249761,B164,D164,NOx,2021,Wales
Coaches,5Euro IV,4,Standard,0.037785487297526184,B165,D165,NOx,2021,Wales
